run_id,dataset,method,seed,epoch,train_loss,val_loss,val_macro_f1,prototype_purity,mean_uncertainty,activation_consistency
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,25,0.37751,0.3995,96.0925,0.793,0.2099,0.8353
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,26,0.34559,0.41745,80.4337,0.7917,0.8401,0.8586
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,27,0.3232,0.41014,84.8319,0.8239,0.7263,0.8704
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,28,0.35072,0.34952,96.6322,0.814,0.0256,0.8331
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,29,0.29114,0.36234,80.8446,0.7814,0.7978,0.8823
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,30,0.27778,0.28861,86.2603,0.7964,0.6171,0.8553
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,31,0.24788,0.25877,97.2426,0.7862,0.077,0.8656
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,32,0.27397,0.31344,82.5772,0.8189,0.7595,0.8329
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,33,0.2526,0.26624,86.3351,0.7927,0.5408,0.8787
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,34,0.21447,0.22779,97.937,0.845,0.0494,0.8446
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,35,0.21666,0.27445,86.0137,0.8926,0.5374,0.878
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,36,0.17484,0.2437,88.4398,0.8929,0.5636,0.807
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,37,0.18912,0.17544,95.8785,0.8159,0.1472,0.8308
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,38,0.16364,0.25479,75.2081,0.8339,0.9754,0.8299
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,39,0.16757,0.23258,82.0692,0.8645,0.7717,0.8726
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,40,0.11427,0.14916,96.968,0.8406,0.02,0.8436
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,41,0.13314,0.19155,79.4783,0.8152,0.9303,0.8736
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,42,0.13918,0.20308,84.9148,0.8483,0.6294,0.8392
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,43,0.11451,0.10965,97.5671,0.8571,0.1607,0.8712
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,44,0.12578,0.18341,81.4258,0.8266,0.7979,0.8733
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,45,0.11609,0.17555,85.8978,0.8355,0.5443,0.8695
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,46,0.09921,0.13703,97.8135,0.8496,0.0812,0.8488
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,47,0.10855,0.16971,81.6072,0.8522,0.8303,0.8564
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,48,0.07648,0.14105,86.3044,0.8415,0.5671,0.8267
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,49,0.08691,0.06676,98.2588,0.87,0.1196,0.8734
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,50,0.11012,0.13331,83.2814,0.8564,0.6965,0.8698
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,51,0.07986,0.1556,87.603,0.8453,0.5343,0.8602
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,52,0.09646,0.08537,98.7155,0.9287,0.02,0.8215
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,53,0.04918,0.14915,86.0721,0.9357,0.5735,0.8534
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,54,0.0526,0.09616,90.0665,0.918,0.521,0.8311
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,55,0.06405,0.05999,96.4795,0.8552,0.1465,0.8874
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,56,0.04545,0.10127,75.9679,0.8512,0.98,0.8566
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,57,0.07227,0.12642,82.8196,0.8903,0.7695,0.8302
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,58,0.0464,0.06011,97.0393,0.84,0.0817,0.8484
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,59,0.04043,0.10512,79.9052,0.8353,0.8395,0.8361
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,60,0.04075,0.10098,85.8163,0.867,0.6514,0.8555
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,1,1.67055,1.82736,86.0688,0.7542,0.5648,0.8231
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,2,1.57686,1.79266,70.6285,0.7836,0.98,0.8513
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,3,1.4976,1.70198,75.7259,0.7429,0.98,0.8341
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,4,1.39894,1.52315,88.4348,0.7867,0.4826,0.8511
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,5,1.32305,1.4781,72.6342,0.7226,0.98,0.8605
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,6,1.23373,1.36434,79.0182,0.7706,0.8856,0.8504
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,7,1.14398,1.25046,90.886,0.7569,0.4206,0.8042
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,8,1.0897,1.21747,76.3412,0.7594,0.98,0.8088
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,9,1.01238,1.13025,81.4212,0.7551,0.7532,0.888
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,10,0.96152,1.02172,92.4137,0.7885,0.3559,0.8252
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,11,0.91495,0.98101,81.2213,0.8098,0.7802,0.8758
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,12,0.86113,0.92479,84.0055,0.8703,0.759,0.8331
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,13,0.80065,0.83419,91.4684,0.7554,0.3542,0.8882
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,14,0.76591,0.84791,72.4247,0.7832,0.98,0.8856
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,15,0.68561,0.82554,78.086,0.7491,0.8464,0.8162
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,16,0.6528,0.70487,93.0804,0.7876,0.2648,0.8443
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,17,0.63512,0.74037,76.8102,0.7931,0.98,0.8387
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,18,0.59327,0.67852,82.7511,0.7952,0.6957,0.8395
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,19,0.55189,0.55625,94.9897,0.7403,0.2003,0.8602
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,20,0.52494,0.607,79.1389,0.7849,0.9365,0.8368
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,21,0.47813,0.54514,83.9063,0.7958,0.68,0.8727
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,22,0.46667,0.48362,95.966,0.7955,0.167,0.8656
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,23,0.42237,0.51823,78.8951,0.789,0.9312,0.8702
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,24,0.38984,0.45509,85.4734,0.8084,0.6302,0.8671
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,25,0.38455,0.41461,96.2006,0.8146,0.109,0.8514
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,26,0.38249,0.42928,82.1387,0.821,0.7904,0.8386
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,27,0.34347,0.37452,86.5485,0.8075,0.572,0.8424
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,28,0.31307,0.31738,97.4895,0.874,0.0998,0.8477
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,29,0.27515,0.31849,85.4903,0.8634,0.5436,0.811
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,30,0.25217,0.32309,87.5177,0.8563,0.4938,0.8982
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,31,0.28156,0.30982,95.3665,0.8052,0.2239,0.8814
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,32,0.24972,0.32494,75.8275,0.783,0.978,0.8564
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,33,0.21523,0.26194,81.3082,0.8186,0.7895,0.8547
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,34,0.20968,0.18733,96.3635,0.817,0.1763,0.8342
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,35,0.1868,0.29699,79.5407,0.8103,0.9233,0.8392
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,36,0.18426,0.26814,84.2582,0.8296,0.7161,0.839
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,37,0.15747,0.19272,97.2679,0.8254,0.1855,0.8516
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,38,0.14308,0.27261,81.458,0.8172,0.839,0.8764
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,39,0.14601,0.22008,86.2632,0.8504,0.592,0.7993
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,40,0.13425,0.17993,97.4929,0.819,0.1827,0.852
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,41,0.14455,0.18935,81.5732,0.8403,0.7912,0.8291
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,42,0.11693,0.16825,86.7904,0.8383,0.6298,0.8488
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,43,0.12722,0.09852,97.8658,0.7987,0.0942,0.8602
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,44,0.11788,0.20782,83.7928,0.8285,0.5962,0.8622
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,45,0.11011,0.14909,87.4247,0.8421,0.5755,0.841
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,46,0.09341,0.11778,98.7464,0.8841,0.0948,0.8427
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,47,0.09568,0.13394,86.7512,0.9532,0.5212,0.8447
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,48,0.08123,0.10984,89.2399,0.9356,0.489,0.8465
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,49,0.09036,0.09033,96.2836,0.8756,0.1893,0.8365
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,50,0.07623,0.13749,75.6159,0.8235,0.98,0.8857
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,51,0.06313,0.10732,82.6943,0.8516,0.7481,0.8537
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,52,0.06627,0.11143,97.3755,0.8412,0.1469,0.8402
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,53,0.05631,0.12343,79.3594,0.8768,0.8911,0.8736
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,54,0.06888,0.11012,84.5771,0.8243,0.6333,0.8306
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,55,0.04937,0.07047,97.9291,0.8626,0.0757,0.8782
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,56,0.06951,0.13751,82.1441,0.8923,0.7366,0.8458
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,57,0.06372,0.11177,86.5783,0.8333,0.592,0.8347
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,58,0.07285,0.05502,97.7488,0.8708,0.08,0.8809
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,59,0.0421,0.11374,81.8078,0.8779,0.6476,0.8595
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,60,0.03962,0.10276,87.3224,0.867,0.4387,0.8591
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,1,1.70656,1.80846,86.2533,0.7231,0.6185,0.8371
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,2,1.60059,1.72799,72.8253,0.7132,0.98,0.8689
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,3,1.52499,1.66187,77.3663,0.7764,0.8902,0.8659
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,4,1.40003,1.5082,89.1326,0.812,0.377,0.826
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,5,1.31289,1.45453,77.4063,0.8165,0.8807,0.854
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,6,1.24079,1.34416,81.1325,0.8207,0.7986,0.8528
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,7,1.13516,1.25212,88.7405,0.7537,0.4375,0.854
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,8,1.08767,1.21782,68.6021,0.7848,0.98,0.8592
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,9,1.0393,1.16497,76.0083,0.801,0.9232,0.8267
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,10,0.94539,1.01972,91.0696,0.7543,0.4679,0.8549
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,11,0.89845,1.04081,74.0104,0.7676,0.98,0.831
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,12,0.84068,0.91656,80.3765,0.7695,0.8008,0.841
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,13,0.8051,0.82179,93.2303,0.7991,0.208,0.8297
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,14,0.76211,0.84364,77.778,0.7724,0.9276,0.8054
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,15,0.71194,0.82684,82.1555,0.772,0.7562,0.8506
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,16,0.64496,0.7089,94.1679,0.7815,0.2949,0.8465
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,17,0.64842,0.69558,77.9485,0.7851,0.9271,0.8679
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,18,0.59418,0.67983,84.2696,0.7777,0.6618,0.8762
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,19,0.5444,0.56511,95.5829,0.8347,0.2433,0.8661
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,20,0.5162,0.58069,81.0192,0.8013,0.8033,0.8154
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,21,0.47712,0.53096,85.4102,0.8041,0.6258,0.8292
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,22,0.46608,0.46323,96.3008,0.8524,0.1432,0.8628
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,23,0.43245,0.48445,84.5619,0.8524,0.6214,0.8803
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,24,0.39705,0.46502,88.1204,0.8639,0.5156,0.8502
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,25,0.39229,0.3729,94.5896,0.7904,0.2246,0.8845
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,26,0.32255,0.44455,74.549,0.8032,0.98,0.8286
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,27,0.35878,0.39013,80.7301,0.825,0.828,0.8433
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,28,0.3042,0.37066,95.8164,0.8173,0.1544,0.856
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,29,0.30216,0.3699,78.2453,0.7721,0.9363,0.832
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,30,0.26843,0.36505,84.4482,0.7796,0.7314,0.8444
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,31,0.27267,0.27816,97.1132,0.8112,0.1128,0.8608
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,32,0.24951,0.31795,80.8138,0.8557,0.7913,0.8376
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,33,0.2328,0.305,85.3573,0.8366,0.6078,0.8672
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,34,0.21131,0.26338,96.8471,0.8261,0.1328,0.8332
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,35,0.20079,0.28254,80.5356,0.8488,0.8634,0.8563
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,36,0.20383,0.22915,86.9317,0.839,0.5211,0.8426
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,37,0.17791,0.16452,97.9827,0.8485,0.0783,0.8594
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,38,0.17573,0.19754,83.3479,0.8304,0.5924,0.834
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,39,0.11923,0.17827,87.4971,0.8472,0.5672,0.8589
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,40,0.13784,0.14415,98.3853,0.9037,0.0382,0.8576
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,41,0.13228,0.18833,86.8666,0.8654,0.5897,0.8594
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,42,0.12006,0.1676,88.9777,0.9318,0.4941,0.8576
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,43,0.14115,0.12971,96.5777,0.8082,0.207,0.8625
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,44,0.09305,0.179,76.1603,0.8494,0.98,0.8249
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,45,0.13154,0.17631,82.3779,0.8349,0.7023,0.8741
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,46,0.11608,0.09504,97.2891,0.8344,0.1287,0.8192
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,47,0.07406,0.17442,80.0904,0.8411,0.8563,0.8735
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,48,0.09653,0.15109,84.8936,0.8558,0.578,0.839
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,49,0.10966,0.07504,97.9716,0.84,0.0648,0.8566
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,50,0.03228,0.15452,81.4362,0.8801,0.7353,0.8655
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,51,0.08787,0.11333,86.9816,0.8733,0.5506,0.8381
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,52,0.05119,0.06472,97.6496,0.8334,0.02,0.8035
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,53,0.08269,0.14324,82.3173,0.8578,0.7223,0.8253
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,54,0.05413,0.09725,87.5119,0.835,0.4581,0.8514
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,55,0.08654,0.06612,98.6323,0.8407,0.0668,0.8305
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,56,0.05231,0.12026,83.8651,0.8717,0.6638,0.8412
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,57,0.04609,0.11762,87.8363,0.8667,0.4587,0.8572
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,58,0.04423,0.018,98.856,0.9315,0.0465,0.8436
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,59,0.05715,0.065,86.1235,0.8843,0.5513,0.8662
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,60,0.03064,0.0911,89.6105,0.9361,0.4289,0.8686
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,1,1.69352,1.82326,84.5526,0.7715,0.7062,0.8383
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,2,1.60788,1.79516,64.541,0.7852,0.98,0.8509
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,3,1.50353,1.67527,72.1475,0.7781,0.98,0.8357
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,4,1.38325,1.52225,87.663,0.7819,0.4929,0.7999
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,5,1.3223,1.50476,71.1857,0.7721,0.98,0.8001
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,6,1.21955,1.39566,76.7544,0.755,0.98,0.8119
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,7,1.16871,1.23592,90.4485,0.7658,0.3723,0.8325
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,8,1.09512,1.21577,75.1598,0.7463,0.98,0.8416
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,9,1.02887,1.15,79.6053,0.7777,0.7424,0.8543
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,10,0.94225,1.0148,91.8613,0.8003,0.3243,0.8749
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,11,0.8853,0.9886,76.4569,0.7645,0.9171,0.8355
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,12,0.83421,0.9674,81.4532,0.7524,0.7833,0.8306
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,13,0.778,0.84993,93.6542,0.76,0.2056,0.82
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,14,0.74834,0.84192,79.9397,0.7359,0.8831,0.8744
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,15,0.6989,0.77482,84.4769,0.7733,0.6785,0.8348
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,16,0.65413,0.70372,95.2491,0.8279,0.1558,0.8601
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,17,0.63222,0.70616,82.2697,0.8483,0.6435,0.8263
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,18,0.55531,0.64081,86.6289,0.8575,0.5833,0.8266
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,19,0.561,0.58078,93.7627,0.804,0.2813,0.865
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,20,0.51909,0.64029,73.8473,0.7853,0.98,0.8711
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,21,0.48599,0.60656,79.7266,0.7797,0.9226,0.9044
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,22,0.45104,0.48805,94.8479,0.7829,0.1018,0.8184
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,23,0.43216,0.48119,77.5209,0.7886,0.8856,0.8634
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,24,0.40719,0.46661,82.8924,0.7647,0.7428,0.839
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,25,0.36157,0.37809,96.4276,0.7962,0.1465,0.8761
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,26,0.35491,0.41339,79.6612,0.8345,0.8474,0.8378
