2026-06-22 09:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00009817 | val_macro_f1=86.4554 | prototype_update=no
2026-06-24 12:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00007989 | val_macro_f1=84.0959 | prototype_update=no
2026-06-24 09:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00006130 | val_macro_f1=89.0416 | prototype_update=no
2026-06-24 11:07:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00009231 | val_macro_f1=87.4649 | prototype_update=yes
2026-06-24 12:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00008427 | val_macro_f1=87.8640 | prototype_update=no
2026-06-24 08:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00009283 | val_macro_f1=86.2590 | prototype_update=no
2026-06-24 10:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00005499 | val_macro_f1=88.4027 | prototype_update=no
2026-06-24 13:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00007135 | val_macro_f1=87.7289 | prototype_update=no
2026-06-24 09:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00006520 | val_macro_f1=87.5064 | prototype_update=no
2026-06-24 11:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00007296 | val_macro_f1=86.3729 | prototype_update=no
2026-06-24 12:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00009070 | val_macro_f1=89.8384 | prototype_update=no
2026-06-24 08:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00007210 | val_macro_f1=87.7069 | prototype_update=no
2026-06-24 11:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00008654 | val_macro_f1=85.0522 | prototype_update=no
2026-06-24 13:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00006105 | val_macro_f1=84.4611 | prototype_update=no
2026-06-24 09:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00009361 | val_macro_f1=88.2179 | prototype_update=no
2026-06-24 10:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00007690 | val_macro_f1=90.5884 | prototype_update=no
2026-06-24 12:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00007765 | val_macro_f1=86.3755 | prototype_update=no
2026-06-24 09:30:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00007018 | val_macro_f1=89.0950 | prototype_update=no
2026-06-24 10:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00008866 | val_macro_f1=89.7317 | prototype_update=no
2026-06-24 13:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00008523 | val_macro_f1=90.2719 | prototype_update=no
2026-06-24 09:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00007492 | val_macro_f1=91.6796 | prototype_update=no
2026-06-24 10:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00006497 | val_macro_f1=89.2303 | prototype_update=yes
2026-06-24 13:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00008229 | val_macro_f1=89.7224 | prototype_update=no
2026-06-25 08:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00006563 | val_macro_f1=84.2328 | prototype_update=no
2026-06-25 11:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00006616 | val_macro_f1=84.0724 | prototype_update=no
2026-06-25 12:38:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00009218 | val_macro_f1=89.0869 | prototype_update=no
2026-06-25 09:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00007908 | val_macro_f1=90.8680 | prototype_update=no
2026-06-25 10:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00009812 | val_macro_f1=85.6534 | prototype_update=no
2026-06-25 12:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00005868 | val_macro_f1=87.8055 | prototype_update=no
2026-06-25 09:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00006171 | val_macro_f1=87.7834 | prototype_update=no
2026-06-25 11:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00007150 | val_macro_f1=87.0970 | prototype_update=no
2026-06-25 13:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00009868 | val_macro_f1=90.0290 | prototype_update=no
2026-06-25 08:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00006127 | val_macro_f1=84.3623 | prototype_update=no
2026-06-25 11:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00008825 | val_macro_f1=89.6895 | prototype_update=no
2026-06-25 12:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00006470 | val_macro_f1=87.8344 | prototype_update=no
2026-06-25 08:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00009351 | val_macro_f1=88.1211 | prototype_update=no
2026-06-25 11:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00007333 | val_macro_f1=91.1067 | prototype_update=no
2026-06-25 12:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00009702 | val_macro_f1=88.0530 | prototype_update=no
2026-06-25 08:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00006085 | val_macro_f1=92.2913 | prototype_update=no
2026-06-25 11:02:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00005293 | val_macro_f1=93.1569 | prototype_update=yes
2026-06-25 14:07:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00006787 | val_macro_f1=91.7241 | prototype_update=no
2026-06-25 09:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00005305 | val_macro_f1=88.0493 | prototype_update=no
2026-06-25 10:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00006506 | val_macro_f1=85.6045 | prototype_update=no
2026-06-25 13:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00007964 | val_macro_f1=87.6779 | prototype_update=no
2026-06-25 09:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00008137 | val_macro_f1=88.5757 | prototype_update=no
2026-06-25 11:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00008513 | val_macro_f1=87.6786 | prototype_update=no
2026-06-25 12:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00008297 | val_macro_f1=86.4063 | prototype_update=no
2026-06-25 08:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00009405 | val_macro_f1=89.8087 | prototype_update=no
2026-06-25 11:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00009422 | val_macro_f1=87.1348 | prototype_update=no
2026-06-25 13:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00005796 | val_macro_f1=88.3964 | prototype_update=no
2026-06-25 08:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00005326 | val_macro_f1=88.5335 | prototype_update=no
2026-06-25 11:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00005221 | val_macro_f1=84.3608 | prototype_update=no
2026-06-25 13:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00008931 | val_macro_f1=85.5726 | prototype_update=no
2026-06-25 09:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00006023 | val_macro_f1=87.5927 | prototype_update=no
2026-06-25 10:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00007384 | val_macro_f1=84.4292 | prototype_update=no
2026-06-25 12:26:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00008889 | val_macro_f1=91.6103 | prototype_update=no
2026-06-25 09:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00008814 | val_macro_f1=88.7572 | prototype_update=no
2026-06-25 11:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00009907 | val_macro_f1=86.0436 | prototype_update=yes
2026-06-25 13:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00006698 | val_macro_f1=88.7499 | prototype_update=no
2026-06-25 08:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00007720 | val_macro_f1=87.7356 | prototype_update=no
2026-06-25 10:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00005108 | val_macro_f1=87.6291 | prototype_update=no
2026-06-25 13:26:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00005230 | val_macro_f1=89.7246 | prototype_update=no
2026-06-25 09:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00009964 | val_macro_f1=90.1867 | prototype_update=no
2026-06-25 12:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00008829 | val_macro_f1=87.3779 | prototype_update=no
2026-06-25 12:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00006092 | val_macro_f1=90.9441 | prototype_update=no
2026-06-25 09:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00008638 | val_macro_f1=91.8707 | prototype_update=no
2026-06-25 11:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00007097 | val_macro_f1=90.3068 | prototype_update=no
2026-06-25 13:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00008102 | val_macro_f1=84.2555 | prototype_update=no
2026-06-25 09:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00009706 | val_macro_f1=86.0478 | prototype_update=no
2026-06-25 10:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00009791 | val_macro_f1=91.1496 | prototype_update=no
2026-06-25 13:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00005321 | val_macro_f1=89.3847 | prototype_update=no
2026-06-25 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00009142 | val_macro_f1=84.0969 | prototype_update=no
2026-06-25 11:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00007290 | val_macro_f1=85.4141 | prototype_update=no
2026-06-25 13:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00007864 | val_macro_f1=91.0755 | prototype_update=no
2026-06-25 08:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00006132 | val_macro_f1=92.1195 | prototype_update=no
2026-06-25 10:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00008198 | val_macro_f1=89.5396 | prototype_update=yes
2026-06-25 13:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00006151 | val_macro_f1=86.7759 | prototype_update=no
2026-06-26 08:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00009654 | val_macro_f1=91.7962 | prototype_update=no
2026-06-26 11:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00008071 | val_macro_f1=88.1496 | prototype_update=no
2026-06-26 13:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00005269 | val_macro_f1=86.4260 | prototype_update=no
2026-06-26 09:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00009112 | val_macro_f1=88.8211 | prototype_update=no
2026-06-26 10:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00005681 | val_macro_f1=85.1788 | prototype_update=no
2026-06-26 12:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00006075 | val_macro_f1=91.4648 | prototype_update=no
2026-06-26 08:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00008133 | val_macro_f1=89.9341 | prototype_update=no
2026-06-26 11:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00006891 | val_macro_f1=90.0778 | prototype_update=no
2026-06-26 13:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00005119 | val_macro_f1=89.8304 | prototype_update=no
2026-06-26 09:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00008903 | val_macro_f1=88.3957 | prototype_update=no
2026-06-26 11:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00006780 | val_macro_f1=90.9857 | prototype_update=no
2026-06-26 12:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00009326 | val_macro_f1=87.6334 | prototype_update=no
2026-06-26 09:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00005148 | val_macro_f1=87.8186 | prototype_update=no
2026-06-26 10:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00009059 | val_macro_f1=89.4297 | prototype_update=no
2026-06-26 14:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00005809 | val_macro_f1=89.1065 | prototype_update=no
2026-06-26 08:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00009736 | val_macro_f1=87.9786 | prototype_update=no
2026-06-26 10:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00005778 | val_macro_f1=91.9048 | prototype_update=yes
2026-06-26 13:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00007410 | val_macro_f1=93.1472 | prototype_update=no
2026-06-26 09:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00007945 | val_macro_f1=85.7646 | prototype_update=no
2026-06-26 11:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00005100 | val_macro_f1=87.8953 | prototype_update=no
2026-06-26 13:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00009757 | val_macro_f1=89.5240 | prototype_update=no
2026-06-26 08:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00009229 | val_macro_f1=86.6190 | prototype_update=no
2026-06-26 10:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00005074 | val_macro_f1=86.9568 | prototype_update=no
2026-06-26 13:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00005230 | val_macro_f1=89.4554 | prototype_update=no
2026-06-26 09:36:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00009538 | val_macro_f1=89.7386 | prototype_update=no
2026-06-26 11:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00008835 | val_macro_f1=85.5403 | prototype_update=no
2026-06-26 12:21:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00006238 | val_macro_f1=86.0707 | prototype_update=no
2026-06-26 09:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00005248 | val_macro_f1=88.6794 | prototype_update=no
2026-06-26 10:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00009371 | val_macro_f1=91.5049 | prototype_update=no
2026-06-26 13:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00007244 | val_macro_f1=89.5228 | prototype_update=no
2026-06-26 09:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00008235 | val_macro_f1=89.2091 | prototype_update=no
2026-06-26 11:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00005310 | val_macro_f1=86.6422 | prototype_update=no
2026-06-26 14:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00007986 | val_macro_f1=88.5330 | prototype_update=no
2026-06-26 10:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00007372 | val_macro_f1=93.3406 | prototype_update=no
2026-06-26 11:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00006664 | val_macro_f1=91.3401 | prototype_update=yes
2026-06-26 13:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00008926 | val_macro_f1=88.0044 | prototype_update=no
2026-06-26 08:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00005551 | val_macro_f1=90.1358 | prototype_update=no
2026-06-26 12:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00005396 | val_macro_f1=85.8454 | prototype_update=no
2026-06-26 13:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00006762 | val_macro_f1=89.6687 | prototype_update=no
2026-06-26 09:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00007510 | val_macro_f1=87.1881 | prototype_update=no
2026-06-26 11:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00007514 | val_macro_f1=84.2571 | prototype_update=no
2026-06-26 13:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00009522 | val_macro_f1=91.1098 | prototype_update=no
2026-06-26 09:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00008788 | val_macro_f1=91.5617 | prototype_update=no
2026-06-26 11:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00006739 | val_macro_f1=88.5411 | prototype_update=no
2026-06-26 13:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00009725 | val_macro_f1=86.0484 | prototype_update=no
2026-06-26 08:20:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00009978 | val_macro_f1=84.7528 | prototype_update=no
2026-06-26 10:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00008925 | val_macro_f1=91.6626 | prototype_update=no
2026-06-26 12:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00009824 | val_macro_f1=86.0983 | prototype_update=no
2026-06-26 09:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00006191 | val_macro_f1=91.8406 | prototype_update=no
2026-06-26 10:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00009872 | val_macro_f1=90.7328 | prototype_update=no
2026-06-26 12:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00008139 | val_macro_f1=84.1073 | prototype_update=no
2026-06-26 09:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00007453 | val_macro_f1=87.4505 | prototype_update=no
2026-06-26 10:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00008881 | val_macro_f1=88.5313 | prototype_update=yes
2026-06-26 13:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00006436 | val_macro_f1=93.7144 | prototype_update=no
2026-06-27 09:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00007067 | val_macro_f1=89.2515 | prototype_update=no
2026-06-27 11:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00008801 | val_macro_f1=85.6829 | prototype_update=no
2026-06-27 13:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00009563 | val_macro_f1=84.2338 | prototype_update=no
2026-06-27 09:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00006936 | val_macro_f1=89.5456 | prototype_update=no
2026-06-27 11:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00009934 | val_macro_f1=89.5590 | prototype_update=no
2026-06-27 14:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00008915 | val_macro_f1=84.6723 | prototype_update=no
2026-06-27 09:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00005848 | val_macro_f1=84.4192 | prototype_update=no
2026-06-27 11:07:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00007229 | val_macro_f1=88.7078 | prototype_update=no
2026-06-27 12:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00009666 | val_macro_f1=86.7172 | prototype_update=no
2026-06-27 08:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00005237 | val_macro_f1=89.6609 | prototype_update=no
