2026-06-15 09:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00006473 | val_macro_f1=91.1345 | prototype_update=no
2026-06-17 13:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00007912 | val_macro_f1=88.3154 | prototype_update=no
2026-06-17 08:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00005443 | val_macro_f1=93.0891 | prototype_update=no
2026-06-17 11:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00007164 | val_macro_f1=90.1225 | prototype_update=yes
2026-06-17 13:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00007012 | val_macro_f1=93.4089 | prototype_update=no
2026-06-17 08:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00005126 | val_macro_f1=85.5074 | prototype_update=no
2026-06-17 11:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00005953 | val_macro_f1=90.2688 | prototype_update=no
2026-06-17 12:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00009991 | val_macro_f1=89.4476 | prototype_update=no
2026-06-17 08:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00005768 | val_macro_f1=85.1556 | prototype_update=no
2026-06-17 11:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00008950 | val_macro_f1=85.3536 | prototype_update=no
2026-06-17 13:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00005763 | val_macro_f1=90.4743 | prototype_update=no
2026-06-17 08:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00007699 | val_macro_f1=87.3668 | prototype_update=no
2026-06-17 10:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00005491 | val_macro_f1=88.6983 | prototype_update=no
2026-06-17 13:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00005445 | val_macro_f1=86.9056 | prototype_update=no
2026-06-17 08:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00006167 | val_macro_f1=87.7130 | prototype_update=no
2026-06-17 11:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00007535 | val_macro_f1=84.8047 | prototype_update=no
2026-06-17 13:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00006047 | val_macro_f1=91.7272 | prototype_update=no
2026-06-17 09:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00005548 | val_macro_f1=85.1813 | prototype_update=no
2026-06-17 11:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00008139 | val_macro_f1=89.2131 | prototype_update=no
2026-06-17 13:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00008809 | val_macro_f1=86.4522 | prototype_update=no
2026-06-17 08:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00008574 | val_macro_f1=91.5491 | prototype_update=no
2026-06-17 10:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00007987 | val_macro_f1=87.3049 | prototype_update=yes
2026-06-17 12:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00009796 | val_macro_f1=87.3709 | prototype_update=no
2026-06-18 08:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00009499 | val_macro_f1=85.7222 | prototype_update=no
2026-06-18 10:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00008515 | val_macro_f1=90.7983 | prototype_update=no
2026-06-18 12:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00005728 | val_macro_f1=88.8231 | prototype_update=no
2026-06-18 09:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00009970 | val_macro_f1=91.6002 | prototype_update=no
2026-06-18 11:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00005878 | val_macro_f1=91.2701 | prototype_update=no
2026-06-18 14:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00007308 | val_macro_f1=91.4410 | prototype_update=no
2026-06-18 08:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00007597 | val_macro_f1=84.9091 | prototype_update=no
2026-06-18 11:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00009981 | val_macro_f1=90.2384 | prototype_update=no
2026-06-18 12:21:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00006314 | val_macro_f1=88.4283 | prototype_update=no
2026-06-18 09:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00007797 | val_macro_f1=85.5464 | prototype_update=no
2026-06-18 11:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00009622 | val_macro_f1=84.2565 | prototype_update=no
2026-06-18 13:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00005940 | val_macro_f1=85.4539 | prototype_update=no
2026-06-18 08:21:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00008555 | val_macro_f1=91.9916 | prototype_update=no
2026-06-18 12:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00008678 | val_macro_f1=90.4576 | prototype_update=no
2026-06-18 13:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00007046 | val_macro_f1=88.6320 | prototype_update=no
2026-06-18 09:30:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00008384 | val_macro_f1=88.3490 | prototype_update=no
2026-06-18 10:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00006485 | val_macro_f1=87.4770 | prototype_update=yes
2026-06-18 12:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00006400 | val_macro_f1=90.5799 | prototype_update=no
2026-06-18 10:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00007177 | val_macro_f1=90.0721 | prototype_update=no
2026-06-18 11:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00006938 | val_macro_f1=85.6709 | prototype_update=no
2026-06-18 13:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00005162 | val_macro_f1=87.1895 | prototype_update=no
2026-06-18 09:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00006607 | val_macro_f1=86.8698 | prototype_update=no
2026-06-18 11:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00008210 | val_macro_f1=89.6360 | prototype_update=no
2026-06-18 12:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00008341 | val_macro_f1=86.3955 | prototype_update=no
2026-06-18 09:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00009457 | val_macro_f1=87.6147 | prototype_update=no
2026-06-18 10:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00006879 | val_macro_f1=86.7251 | prototype_update=no
2026-06-18 12:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00007091 | val_macro_f1=84.7045 | prototype_update=no
2026-06-18 09:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00005205 | val_macro_f1=90.8358 | prototype_update=no
2026-06-18 12:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00009246 | val_macro_f1=88.4521 | prototype_update=no
2026-06-18 12:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00008492 | val_macro_f1=88.8577 | prototype_update=no
2026-06-18 09:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00005252 | val_macro_f1=90.0390 | prototype_update=no
2026-06-18 10:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00006112 | val_macro_f1=89.2107 | prototype_update=no
2026-06-18 12:38:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00007895 | val_macro_f1=87.3624 | prototype_update=no
2026-06-18 09:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00008652 | val_macro_f1=93.6921 | prototype_update=no
2026-06-18 11:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00005460 | val_macro_f1=88.0078 | prototype_update=yes
2026-06-18 13:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00006293 | val_macro_f1=90.1691 | prototype_update=no
2026-06-18 09:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00008313 | val_macro_f1=90.3403 | prototype_update=no
2026-06-18 11:38:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00007000 | val_macro_f1=86.1236 | prototype_update=no
2026-06-18 12:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00005254 | val_macro_f1=85.3600 | prototype_update=no
2026-06-18 09:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00009715 | val_macro_f1=90.7448 | prototype_update=no
2026-06-18 11:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00006579 | val_macro_f1=87.1463 | prototype_update=no
2026-06-18 13:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00008519 | val_macro_f1=91.9000 | prototype_update=no
2026-06-18 08:20:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00007773 | val_macro_f1=90.8265 | prototype_update=no
2026-06-18 11:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00005051 | val_macro_f1=85.1218 | prototype_update=no
2026-06-18 13:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00009097 | val_macro_f1=87.6511 | prototype_update=no
2026-06-18 08:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00005447 | val_macro_f1=91.6868 | prototype_update=no
2026-06-18 10:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00008355 | val_macro_f1=90.0300 | prototype_update=no
2026-06-18 13:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00008317 | val_macro_f1=84.3979 | prototype_update=no
2026-06-18 09:37:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00006073 | val_macro_f1=90.6983 | prototype_update=no
2026-06-18 11:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00006018 | val_macro_f1=87.6047 | prototype_update=no
2026-06-18 12:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00009918 | val_macro_f1=87.9529 | prototype_update=no
2026-06-18 09:02:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00006552 | val_macro_f1=86.4428 | prototype_update=no
2026-06-18 11:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00005906 | val_macro_f1=93.2296 | prototype_update=yes
2026-06-18 12:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00006600 | val_macro_f1=91.4018 | prototype_update=no
2026-06-19 09:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00007078 | val_macro_f1=90.1371 | prototype_update=no
2026-06-19 12:08:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00006449 | val_macro_f1=89.8040 | prototype_update=no
2026-06-19 13:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00007407 | val_macro_f1=84.0701 | prototype_update=no
2026-06-19 08:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00008905 | val_macro_f1=85.0696 | prototype_update=no
2026-06-19 11:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00008369 | val_macro_f1=86.0817 | prototype_update=no
2026-06-19 12:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00009890 | val_macro_f1=85.2493 | prototype_update=no
2026-06-19 10:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00008574 | val_macro_f1=90.4097 | prototype_update=no
2026-06-19 11:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00007682 | val_macro_f1=87.1072 | prototype_update=no
2026-06-19 12:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00008798 | val_macro_f1=87.4283 | prototype_update=no
2026-06-19 09:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00009328 | val_macro_f1=91.7649 | prototype_update=no
2026-06-19 10:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00008593 | val_macro_f1=84.8211 | prototype_update=no
2026-06-19 13:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00005053 | val_macro_f1=84.2213 | prototype_update=no
2026-06-19 08:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00005679 | val_macro_f1=91.3772 | prototype_update=no
2026-06-19 10:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00005565 | val_macro_f1=86.7331 | prototype_update=no
2026-06-19 12:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00005439 | val_macro_f1=90.8496 | prototype_update=no
2026-06-19 10:07:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00007968 | val_macro_f1=91.4791 | prototype_update=no
2026-06-19 10:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00005210 | val_macro_f1=91.8394 | prototype_update=yes
2026-06-19 12:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00006601 | val_macro_f1=89.6748 | prototype_update=no
2026-06-19 09:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00009431 | val_macro_f1=90.7555 | prototype_update=no
2026-06-19 10:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00009679 | val_macro_f1=91.1556 | prototype_update=no
2026-06-19 13:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00005515 | val_macro_f1=89.9555 | prototype_update=no
2026-06-19 09:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00008553 | val_macro_f1=90.8438 | prototype_update=no
2026-06-19 11:25:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00009388 | val_macro_f1=88.2895 | prototype_update=no
2026-06-19 12:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00005688 | val_macro_f1=89.4181 | prototype_update=no
2026-06-19 08:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00006181 | val_macro_f1=86.3029 | prototype_update=no
2026-06-19 10:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00009676 | val_macro_f1=84.2154 | prototype_update=no
2026-06-19 13:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00005467 | val_macro_f1=84.6462 | prototype_update=no
2026-06-19 10:02:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00006919 | val_macro_f1=85.1845 | prototype_update=no
2026-06-19 10:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00006010 | val_macro_f1=85.9576 | prototype_update=no
2026-06-19 14:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00007919 | val_macro_f1=88.1983 | prototype_update=no
2026-06-19 08:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00009376 | val_macro_f1=84.4417 | prototype_update=no
2026-06-19 12:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00009465 | val_macro_f1=84.0040 | prototype_update=no
2026-06-19 13:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00006321 | val_macro_f1=88.5933 | prototype_update=no
2026-06-19 08:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00005195 | val_macro_f1=87.0061 | prototype_update=no
2026-06-19 11:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00005797 | val_macro_f1=88.0412 | prototype_update=yes
2026-06-19 12:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00008334 | val_macro_f1=93.0271 | prototype_update=no
2026-06-19 08:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00008531 | val_macro_f1=84.1130 | prototype_update=no
2026-06-19 11:18:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00005436 | val_macro_f1=84.9507 | prototype_update=no
2026-06-19 13:51:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00006164 | val_macro_f1=89.5540 | prototype_update=no
2026-06-19 09:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00009298 | val_macro_f1=84.3605 | prototype_update=no
2026-06-19 11:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00005347 | val_macro_f1=90.7676 | prototype_update=no
2026-06-19 13:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00006291 | val_macro_f1=90.7319 | prototype_update=no
2026-06-19 10:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00007638 | val_macro_f1=89.3905 | prototype_update=no
2026-06-19 11:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00007586 | val_macro_f1=89.2163 | prototype_update=no
2026-06-19 12:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00009117 | val_macro_f1=86.6363 | prototype_update=no
2026-06-19 08:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00007907 | val_macro_f1=91.1206 | prototype_update=no
2026-06-19 11:09:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00006210 | val_macro_f1=91.2656 | prototype_update=no
2026-06-19 14:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00006784 | val_macro_f1=89.8751 | prototype_update=no
2026-06-19 08:38:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00009096 | val_macro_f1=91.7233 | prototype_update=no
2026-06-19 10:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00005290 | val_macro_f1=85.1510 | prototype_update=no
2026-06-19 12:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00006090 | val_macro_f1=84.3212 | prototype_update=no
2026-06-19 08:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00005074 | val_macro_f1=86.0722 | prototype_update=no
2026-06-19 10:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00009857 | val_macro_f1=92.9287 | prototype_update=yes
2026-06-19 13:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00005374 | val_macro_f1=86.7144 | prototype_update=no
2026-06-20 09:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00006703 | val_macro_f1=89.3178 | prototype_update=no
2026-06-20 11:03:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00009849 | val_macro_f1=88.9746 | prototype_update=no
2026-06-20 12:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00005056 | val_macro_f1=84.6824 | prototype_update=no
2026-06-20 08:38:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00008583 | val_macro_f1=89.9794 | prototype_update=no
2026-06-20 12:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00009755 | val_macro_f1=90.4679 | prototype_update=no
2026-06-20 12:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00008038 | val_macro_f1=87.1367 | prototype_update=no
2026-06-20 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00006882 | val_macro_f1=84.6779 | prototype_update=no
2026-06-20 11:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00008433 | val_macro_f1=91.9673 | prototype_update=no
2026-06-20 12:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00006394 | val_macro_f1=90.4552 | prototype_update=no
2026-06-20 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00007814 | val_macro_f1=90.0057 | prototype_update=no
